truth_px,truth_py,N,sigma_x_pdc1_mm,sigma_y_pdc1_mm,sigma_x_pdc2_mm,sigma_y_pdc2_mm,sigma_theta_x_mrad,sigma_theta_y_mrad
0.0,0.0,50,3.1379665893387028,11.558243953174252,4.147837557519324,15.43978446268596,18.339348448838333,8.184075500353996
100.0,0.0,50,2.9789393622388616,9.844899943281533,3.794216514983418,14.375428134912895,9.888682760705425,6.943333663597397
0.0,20.0,50,2.9695870682649,8.93554926470864,3.724624354730622,12.111178286096532,14.378908953747604,8.058497755586126
