truth_px,truth_py,N,sigma_x_pdc1_mm,sigma_y_pdc1_mm,sigma_x_pdc2_mm,sigma_y_pdc2_mm,sigma_theta_x_mrad,sigma_theta_y_mrad
0.0,0.0,50,3.0714172882871935,9.735832472654918,3.668940324997493,12.825688228911506,12.278517914614984,9.240391598974313
100.0,0.0,50,3.8384909983089983,10.492312952411478,5.376889785065487,12.750923663356048,15.767577776456655,8.27733082204642
0.0,20.0,50,3.3722934577208434,13.039260999447407,4.065111618107039,14.927196656178765,21.709133626986343,7.8455847606038045
