truth_px,truth_py,N,sigma_x_pdc1_mm,sigma_y_pdc1_mm,sigma_x_pdc2_mm,sigma_y_pdc2_mm,sigma_theta_x_mrad,sigma_theta_y_mrad
0.0,0.0,49,3.033677177186064,11.290085058553442,4.082042241918771,15.33077438514897,16.175045151666012,7.956404184653973
100.0,0.0,50,3.7097853175657747,9.554957904190921,4.7717631461900964,11.769111525243432,11.161373201388546,5.364274005534479
0.0,20.0,50,3.052930015810034,9.19336550092818,4.129360846986401,11.446508989471837,13.520559052811132,6.491689658555531
