truth_px,truth_py,N,sigma_x_pdc1_mm,sigma_y_pdc1_mm,sigma_x_pdc2_mm,sigma_y_pdc2_mm,sigma_theta_x_mrad,sigma_theta_y_mrad
0.0,0.0,50,0.147031565287989,0.5151396763801339,0.44660912885638027,0.9465742756367688,6.798090058254269,2.5582155149761987
100.0,0.0,50,0.15373954274741664,0.3636939795717644,0.4157928884883404,0.99868005459431,4.074610986678162,1.9563630951235063
0.0,20.0,50,0.17353365442227187,0.4111618253014342,0.3964227236720035,1.0023274715401271,6.913016775410785,2.2985814357538783
