target,pol,gamma,N_parent,N_truth_selected,N_reco_selected,N_both,N_truth_only,N_reco_only,selection_efficiency,selection_purity,jaccard_overlap,truth_loss_fraction,reco_contamination_fraction,truth_loose_count,truth_loose_pass_rate,truth_mid_count,truth_mid_pass_rate,truth_tight_count,truth_tight_pass_rate,truth_tight_px60_count,truth_tight_px60_pass_rate,reco_loose_count,reco_loose_pass_rate,reco_mid_count,reco_mid_pass_rate,reco_tight_count,reco_tight_pass_rate,reco_tight_px60_count,reco_tight_px60_pass_rate
Sn112E190,ypol,g050,239468,2521,1791,1378,1143,413,0.5466084886949624,0.7694025683975433,0.46966598500340834,0.4533915113050377,0.23059743160245672,123472,0.5156096012828436,105319,0.4398040656789216,10001,0.04176340888970551,2521,0.010527502630831676,25839,0.10790168206190388,25296,0.10563415571182788,1795,0.007495782317470392,1791,0.007479078624283829
Sn112E190,ypol,g060,385676,2635,1987,1440,1195,547,0.5464895635673624,0.7247106190236537,0.4525455688246386,0.45351043643263755,0.27528938097634625,120066,0.31131312293220215,101193,0.2623782656945208,11720,0.030388201495555857,2635,0.00683215963658615,27107,0.07028438378327923,26460,0.06860680986112695,1999,0.005183107063960423,1987,0.005151992864476918
Sn112E190,ypol,g070,475929,2501,1995,1279,1222,716,0.5113954418232707,0.6411027568922306,0.3975753807895555,0.4886045581767293,0.35889724310776944,118097,0.2481399536485484,98933,0.20787344330772026,12597,0.026468233707128586,2501,0.005254985512544938,27469,0.05771659218076646,26854,0.05642438262850131,2003,0.004208610948271696,1995,0.004191801718323531
Sn112E190,ypol,g080,600444,2618,2192,1325,1293,867,0.5061115355233002,0.604470802919708,0.3802008608321377,0.49388846447669976,0.395529197080292,117736,0.19608156630759904,98151,0.16346403661290645,13528,0.022529994470758305,2618,0.00436010685426118,28965,0.048239302915842275,28295,0.04712346197147444,2203,0.003668951642451253,2192,0.0036506318657526762
Sn124E190,ypol,g050,214652,3399,2290,1853,1546,437,0.5451603412768461,0.8091703056768559,0.4830552659019812,0.45483965872315385,0.19082969432314412,120812,0.5628272739131245,103174,0.4806570635260794,8963,0.041755958481635394,3399,0.01583493282149712,27808,0.12954922386001527,27205,0.1267400257160427,2299,0.010710359092857277,2290,0.010668430762350222
Sn124E190,ypol,g060,359931,3647,2504,1868,1779,636,0.5122018097066082,0.7460063897763578,0.436142890497315,0.48779819029339183,0.2539936102236422,116709,0.32425381531460196,98884,0.2747304344443796,10369,0.02880829936849007,3647,0.01013249761759893,27822,0.07729814881185561,27245,0.07569506377611264,2514,0.006984672062145245,2504,0.006956888959272749
Sn124E190,ypol,g070,512150,3591,2654,1863,1728,791,0.518796992481203,0.7019593067068576,0.425148334094021,0.48120300751879697,0.2980406932931424,116642,0.2277496827101435,98371,0.19207458752318657,11722,0.0228878258322757,3591,0.007011617690129845,29277,0.057164893097725274,28635,0.05591135409547984,2667,0.005207458752318657,2654,0.005182075563799668
Sn124E190,ypol,g080,594416,3411,2592,1740,1671,852,0.5101143359718557,0.6712962962962963,0.40816326530612246,0.48988566402814426,0.3287037037037037,117167,0.19711279642539906,98452,0.16562811229845764,12521,0.021064372426045058,3411,0.005738405426502651,29742,0.05003566525800113,29083,0.04892701407768297,2611,0.00439254663400716,2592,0.004360582487685392
